Species name,Compounds,Amount,Time of data collection,Plant part,Identification method,Profile,Profile base,DOI number,Time_of_publication,Location,Country,Essential oil extraction method,Development stage,Season/month,Experimental condition,Species variety,Plant Sample,Journals name
Ziziphus hajarensis,Incensole,0.32,11_September_2022,Leaves,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Tritriacontane,0.33,11_September_2022,Leaves,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,"24-Norursa-3,9(11),12-triene",1.43,11_September_2022,Leaves,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,"24-Noroleana-3,12-diene",3.31,11_September_2022,Leaves,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,"24-Norursa-3,12-diene",5.39,11_September_2022,Leaves,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Pinene,0.55,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830.489,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Camphene,0.02,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,"3,7,7-Trimethyl-1,3,5-cycloheptatriene",nd,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Phellandrene,nd,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,3-Carene,nd,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Cymene,0.04,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,D-Limonene,0.17,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,O-Cymenene,0.02,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Linalool,0.66,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Nonanal,0.04,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Camphenol,0.07,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,trans-Pinocarveol,0.08,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Phellandren-8-ol,0.04,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Terpineol,0.18,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Myrtenal,0.13,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Verbenone,0.43,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Citral,0.04,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Bornyl acetate,0.14,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Elemene,0.29,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Copaene,0.2,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Bourbonene,0.39,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Elemene,1.52,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Caryophyllene,1.86,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Copaene,nd,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Bergamotene,8.4,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Humulene,0.65,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Alloaromadendrene,0.25,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Muurolene,0.37,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Germacrene D,nd,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Eudesmene,5.15,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,"Guaia-1(10),11-diene",1.69,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Muurolene,0.59,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Farnesene,2.77,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Isocaryophyllene,2.73,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Cadinene,0.58,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Elemol,0.89,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Cadinene,2.81,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Calacorene,0.21,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Germacrene D-4-ol,0.07,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Caryophyllene oxide,4.63,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Humulene epoxide II,8.7,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Epicubenol (sesqui),0.97,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Cadinol (sesqui),0.67,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Muurolol,0.19,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Eudesmol,39.64,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,"?-Phellandrene, dimer",0.08,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Cembrene A,0.04,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Androstenediol,0.01,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Incensole,2.37,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Tritriacontane,0.09,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,"24-Norursa-3,9(11),12-triene",1.22,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,"24-Noroleana-3,12-diene",2.06,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,"24-Norursa-3,12-diene",4.37,11_September_2022,Fruits ,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Pinene,0.03,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830.490,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Camphene,0.01,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,"3,7,7-Trimethyl-1,3,5-cycloheptatriene",nd,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Phellandrene,0.01,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,3-Carene,0.01,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Cymene,0.01,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,D-Limonene,0.04,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,O-Cymenene,0.01,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Linalool,0.76,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Nonanal,0.67,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Camphenol,0.03,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,trans-Pinocarveol,nd,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Phellandren-8-ol,0.03,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Terpineol,0.12,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Myrtenal,2.22,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Verbenone,0.2,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Citral,0.08,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,Bornyl acetate,0.1,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Elemene,0.19,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Copaene,0.08,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Bourbonene,0.04,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Ziziphus hajarensis,?-Elemene,1.13,11_September_2022,Stem,Gas Chromatography-Mass Spectrometry ,P.43830,Plant part,10.1080/0972060X.2024.2443830,14_December_2024,Al-Jabal Al-Akhdar,Oman ,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
